DIP-582N|refseq:NP_000312|uniprotkb:P06400,DIP-463N|uniprotkb:P29374,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-213E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-428N|uniprotkb:Q13029,DIP-582N|refseq:NP_000312|uniprotkb:P06400,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction),DIP-215E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-495N|refseq:NP_005634|uniprotkb:Q15544,DIP-900N|refseq:NP_005636|uniprotkb:Q15543,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-221E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-1078N|refseq:NP_003185|uniprotkb:P20226,DIP-495N|refseq:NP_005634|uniprotkb:Q15544,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-222E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-900N|refseq:NP_005636|uniprotkb:Q15543,DIP-1078N|refseq:NP_003185|uniprotkb:P20226,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-223E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-297N|uniprotkb:Q12962,DIP-900N|refseq:NP_005636|uniprotkb:Q15543,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association),DIP-224E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-496N|refseq:NP_005635|uniprotkb:Q16514,DIP-1078N|refseq:NP_003185|uniprotkb:P20226,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-225E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-496N|refseq:NP_005635|uniprotkb:Q16514,DIP-495N|refseq:NP_005634|uniprotkb:Q15544,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-226E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-297N|uniprotkb:Q12962,DIP-496N|refseq:NP_005635|uniprotkb:Q16514,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-227E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-21N|refseq:NP_055022|uniprotkb:P06127,DIP-42272N|refseq:NP_002638|uniprotkb:Q8NEB9,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-281E,dip-quality-status:core,dip:0002(small scale),,['Cytoplasm']
DIP-91N|uniprotkb:P42684,DIP-117N|refseq:NP_004283|uniprotkb:Q13671,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-288E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Cytoplasm'],['Cytoplasm']
DIP-285N|refseq:NP_003780|uniprotkb:Q15628,DIP-286N|refseq:NP_003815|uniprotkb:Q13158,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0218(physical interaction),DIP-302E,dip-quality-status:core,dip:0004(small scale)|dip:0002(small scale),"['Cytoplasm', 'Nucleus']",
DIP-286N|refseq:NP_003815|uniprotkb:Q13158,DIP-924N|uniprotkb:P25445,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-303E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),,
DIP-433N|refseq:NP_003795|uniprotkb:Q13546,DIP-924N|uniprotkb:P25445,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-306E,dip-quality-status:core,dip:0002(small scale),['Cytoplasm'],
DIP-924N|uniprotkb:P25445,DIP-924N|uniprotkb:P25445,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-307E,dip-quality-status:core,dip:0002(small scale),,
DIP-433N|refseq:NP_003795|uniprotkb:Q13546,DIP-407N|uniprotkb:P19438,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-308E,dip-quality-status:core,dip:0002(small scale),['Cytoplasm'],['Golgi apparatus']
DIP-433N|refseq:NP_003795|uniprotkb:Q13546,DIP-285N|refseq:NP_003780|uniprotkb:Q15628,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-309E,dip-quality-status:core,dip:0002(small scale),['Cytoplasm'],"['Cytoplasm', 'Nucleus']"
DIP-93N|refseq:NP_000868|uniprotkb:P14778,DIP-397N|uniprotkb:P51617,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-314E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),,"['Cytoplasm', 'Nucleus']"
DIP-226N|uniprotkb:P14859,DIP-1078N|refseq:NP_003185|uniprotkb:P20226,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-321E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-625N|refseq:NP_003081|uniprotkb:P09661,DIP-882N|refseq:NP_006793|uniprotkb:Q12874,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-338E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-126N|refseq:NP_000256|uniprotkb:P14598,DIP-76N|refseq:NP_000424|uniprotkb:P19878,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-472E,dip-quality-status:core,dip:0002(small scale),['Cytoplasm'],['Cytoplasm']
DIP-466N|refseq:NP_066301|uniprotkb:Q13884,DIP-711N|uniprotkb:P46939,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-486E,dip-quality-status:core,dip:0002(small scale),['Cytoplasm'],['Cytoplasm']
DIP-574N|uniprotkb:P05067,DIP-574N|uniprotkb:P05067,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0218(physical interaction),DIP-488E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale),,
DIP-952N|refseq:NP_004371|uniprotkb:Q92793,DIP-624N|refseq:NP_001073885|uniprotkb:P10243,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-9E,dip-quality-status:core,dip:0002(small scale),"['Cytoplasm', 'Nucleus']",['Nucleus']
DIP-1043N|refseq:NP_000624|uniprotkb:P10415,DIP-231N|uniprotkb:Q07820,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-432E,dip-quality-status:core,dip:0002(small scale),"['Nucleus', 'Mitochondrion', 'Endoplasmic reticulum']","['Cytoplasm', 'Nucleus', 'Mitochondrion']"
DIP-407N|uniprotkb:P19438,DIP-407N|uniprotkb:P19438,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0218(physical interaction),DIP-435E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale),['Golgi apparatus'],['Golgi apparatus']
DIP-952N|refseq:NP_004371|uniprotkb:Q92793,DIP-765N|uniprotkb:P16220,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0218(physical interaction),DIP-8E,dip-quality-status:core,dip:0004(small scale)|dip:0002(small scale),"['Cytoplasm', 'Nucleus']",['Nucleus']
DIP-953N|refseq:NP_003111|uniprotkb:P17947,DIP-146N|uniprotkb:P49716,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-75E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-407N|uniprotkb:P19438,DIP-286N|refseq:NP_003815|uniprotkb:Q13158,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-80E,dip-quality-status:core,dip:0002(small scale),['Golgi apparatus'],
DIP-49N|refseq:NP_003122|uniprotkb:P11831,DIP-677N|refseq:NP_002087|uniprotkb:P35269,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-192E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-109N|uniprotkb:P15924,DIP-39N|refseq:NP_000415|uniprotkb:P13647,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-531E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Cytoplasm'],
DIP-787N|uniprotkb:Q13889,DIP-83N|refseq:NP_000113|uniprotkb:P19447,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-682E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-312N|uniprotkb:P05556,DIP-206N|uniprotkb:P56199,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-708E,dip-quality-status:core,dip:0002(small scale),,
DIP-127N|refseq:NP_000386|uniprotkb:P32927,DIP-386N|refseq:NP_000749|uniprotkb:P04141,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0218(physical interaction),DIP-621E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale),,
DIP-67N|refseq:NP_002194|uniprotkb:P17301,DIP-312N|uniprotkb:P05556,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-709E,dip-quality-status:core,dip:0002(small scale),,
DIP-582N|refseq:NP_000312|uniprotkb:P06400,DIP-294N|uniprotkb:Q14188,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-503E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-102N|refseq:NP_001817|uniprotkb:P61024,DIP-123N|refseq:NP_444284|uniprotkb:P24385,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-545E,dip-quality-status:core,dip:0002(small scale),,"['Cytoplasm', 'Nucleus']"
DIP-1062N|refseq:NP_003322|uniprotkb:P29597,DIP-95N|uniprotkb:P40189,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-587E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),,
DIP-1062N|refseq:NP_003322|uniprotkb:P29597,DIP-137N|refseq:NP_002650|uniprotkb:Q03405,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-615E,dip-quality-status:core,dip:0002(small scale),,
DIP-127N|refseq:NP_000386|uniprotkb:P32927,DIP-28N|refseq:NP_000870|uniprotkb:P05113,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-622E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),,
DIP-6N|refseq:NP_000579|uniprotkb:P08700,DIP-127N|refseq:NP_000386|uniprotkb:P32927,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-623E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),,
DIP-386N|refseq:NP_000749|uniprotkb:P04141,DIP-635N|refseq:NP_006131|uniprotkb:P15509,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0218(physical interaction),DIP-624E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0002(small scale),,
DIP-57N|refseq:NP_000620|uniprotkb:P17181,DIP-1062N|refseq:NP_003322|uniprotkb:P29597,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0407(direct interaction),DIP-627E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale),,
DIP-351N|uniprotkb:P27487,DIP-371N|uniprotkb:P00813,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-664E,dip-quality-status:core,dip:0002(small scale),,['Cytoplasm']
DIP-351N|uniprotkb:P27487,DIP-224N|uniprotkb:P08575,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-665E,dip-quality-status:core,dip:0002(small scale),,
DIP-644N|refseq:NP_000391|uniprotkb:P18074,DIP-83N|refseq:NP_000113|uniprotkb:P19447,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0407(direct interaction),DIP-679E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),"['Cytoplasm', 'Nucleus']",['Nucleus']
DIP-708N|refseq:NP_005307|uniprotkb:P32780,DIP-83N|refseq:NP_000113|uniprotkb:P19447,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-680E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-786N|uniprotkb:Q13888,DIP-83N|refseq:NP_000113|uniprotkb:P19447,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-681E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-708N|refseq:NP_005307|uniprotkb:P32780,DIP-644N|refseq:NP_000391|uniprotkb:P18074,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-683E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],"['Cytoplasm', 'Nucleus']"
DIP-644N|refseq:NP_000391|uniprotkb:P18074,DIP-786N|uniprotkb:Q13888,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-684E,dip-quality-status:core,dip:0002(small scale),"['Cytoplasm', 'Nucleus']",['Nucleus']
DIP-787N|uniprotkb:Q13889,DIP-644N|refseq:NP_000391|uniprotkb:P18074,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-685E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],"['Cytoplasm', 'Nucleus']"
DIP-787N|uniprotkb:Q13889,DIP-786N|uniprotkb:Q13888,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-686E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-786N|uniprotkb:Q13888,DIP-708N|refseq:NP_005307|uniprotkb:P32780,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-687E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-750N|refseq:NP_000114|uniprotkb:P28715,DIP-83N|refseq:NP_000113|uniprotkb:P19447,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-688E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-708N|refseq:NP_005307|uniprotkb:P32780,DIP-750N|refseq:NP_000114|uniprotkb:P28715,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-689E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-750N|refseq:NP_000114|uniprotkb:P28715,DIP-644N|refseq:NP_000391|uniprotkb:P18074,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-691E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],"['Cytoplasm', 'Nucleus']"
DIP-786N|uniprotkb:Q13888,DIP-750N|refseq:NP_000114|uniprotkb:P28715,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-692E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-291N|refseq:NP_000073|uniprotkb:Q13216,DIP-193N|refseq:NP_000115|uniprotkb:Q03468,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-693E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-291N|refseq:NP_000073|uniprotkb:Q13216,DIP-786N|uniprotkb:Q13888,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-694E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-504N|refseq:NP_003073|uniprotkb:Q16533,DIP-1078N|refseq:NP_003185|uniprotkb:P20226,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-695E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-1078N|refseq:NP_003185|uniprotkb:P20226,DIP-505N|uniprotkb:Q13487,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-696E,dip-quality-status:core,dip:0002(small scale),['Nucleus'],['Nucleus']
DIP-1083N|refseq:NP_000362|uniprotkb:P02766,DIP-574N|uniprotkb:P05067,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-697E,dip-quality-status:core,dip:0002(small scale),['Cytoplasm'],
DIP-385N|uniprotkb:P02675,DIP-104N|refseq:NP_004334|uniprotkb:P27797,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-703E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),,"['Cytoplasm', 'Endoplasmic reticulum']"
DIP-95N|uniprotkb:P40189,DIP-482N|refseq:NP_000591|uniprotkb:P05231,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0218(physical interaction),DIP-725E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),,
DIP-162N|refseq:NP_000556|uniprotkb:P08887,DIP-482N|refseq:NP_000591|uniprotkb:P05231,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction),DIP-726E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale),,
DIP-483N|uniprotkb:P01579,DIP-47N|refseq:NP_000407|uniprotkb:P15260,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-728E,dip-quality-status:core,dip:0004(small scale)|dip:0002(small scale),,
DIP-640N|uniprotkb:P17480,DIP-582N|refseq:NP_000312|uniprotkb:P06400,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-730E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-1056N|uniprotkb:P07948,DIP-253N|refseq:NP_003168|uniprotkb:P43405,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-739E,dip-quality-status:core,dip:0002(small scale),"['Cytoplasm', 'Nucleus', 'Golgi apparatus']",['Cytoplasm']
DIP-58N|uniprotkb:P10809,DIP-308N|uniprotkb:P15104,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-748E,dip-quality-status:core,dip:0002(small scale),['Mitochondrion'],"['Cytoplasm', 'Mitochondrion']"
DIP-377N|uniprotkb:P00488,DIP-412N|refseq:NP_001531|uniprotkb:P04792,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-754E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale),['Cytoplasm'],"['Cytoplasm', 'Nucleus']"
