Entry	Status	Organism	Subcellular location [CC]
P63883	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:12787347}. Note=Present throughout the periplasm in non-dividing cells, but localizes almost exclusively to a ring at the site of constriction in dividing cells.
P0AE14	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P31466	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:24214977}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:24214977}.
P64550	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00914, ECO:0000269|PubMed:21531828}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00914, ECO:0000269|PubMed:21531828}.
P25553	reviewed	Escherichia coli (strain K12)	
P39265	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm.
P32719	reviewed	Escherichia coli (strain K12)	
P46883	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm.
P15034	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm.
P31441	reviewed	Escherichia coli (strain K12)	
P0AAP1	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P50466	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:22380631}; Multi-pass membrane protein {ECO:0000269|PubMed:22380631}. Note=Predominantly localized to one cell pole in mid-to-late exponential phase, with a few smaller foci elsewhere in the cell.
P0ACK2	reviewed	Escherichia coli (strain K12)	
P42907	reviewed	Escherichia coli (strain K12)	
P19926	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm.
P0A959	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P69681	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P42906	reviewed	Escherichia coli (strain K12)	
P0AB71	reviewed	Escherichia coli (strain K12)	
P77555	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P0ACN4	reviewed	Escherichia coli (strain K12)	
P32720	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P42601	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000305|PubMed:15919996}.
P26365	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm {ECO:0000250}.
P0AE12	reviewed	Escherichia coli (strain K12)	
P77731	reviewed	Escherichia coli (strain K12)	
P77671	reviewed	Escherichia coli (strain K12)	
P68767	reviewed	Escherichia coli (strain K12)	
P62672	reviewed	Escherichia coli (strain K12)	
P05637	reviewed	Escherichia coli (strain K12)	
P27250	reviewed	Escherichia coli (strain K12)	
P33224	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P77425	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P33997	reviewed	Escherichia coli (strain K12)	
P0AE16	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P77570	reviewed	Escherichia coli (strain K12)	
P28629	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm.
P08660	reviewed	Escherichia coli (strain K12)	
P37685	reviewed	Escherichia coli (strain K12)	
P0ACR0	reviewed	Escherichia coli (strain K12)	
P00811	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm.
P00561	reviewed	Escherichia coli (strain K12)	
P36548	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:12787347}. Note=Distributed throughout the periplasm in all cells.
P75820	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.
P26458	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P23908	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P09551	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm.
P77757	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P75713	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19935661, ECO:0000269|PubMed:20038185}.
P32718	reviewed	Escherichia coli (strain K12)	
P04825	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Peripheral membrane protein; Cytoplasmic side.
P0AEC3	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P0AAE5	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
Q46807	reviewed	Escherichia coli (strain K12)	
P0AAF3	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01721, ECO:0000269|PubMed:7028715}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01721, ECO:0000269|PubMed:7028715}.
P0A9Q1	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P77398	reviewed	Escherichia coli (strain K12)	
P76474	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AD70	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:22001512}.
P08204	reviewed	Escherichia coli (strain K12)	
P36675	reviewed	Escherichia coli (strain K12)	
P08203	reviewed	Escherichia coli (strain K12)	
P02924	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm.
P0AE26	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P23910	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000305|PubMed:15919996}.
P27254	reviewed	Escherichia coli (strain K12)	
P76473	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P0A6D7	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P23325	reviewed	Escherichia coli (strain K12)	
P26459	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P08202	reviewed	Escherichia coli (strain K12)	
P0A9E0	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm.
P29012	reviewed	Escherichia coli (strain K12)	
P13016	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm.
P40711	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P0A6C5	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:16890}.
P25718	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm.
P26612	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:1400215}.
P0AB85	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250|UniProtKB:P41780, ECO:0000255|PROSITE-ProRule:PRU00303}; Lipid-anchor {ECO:0000250|UniProtKB:P41780, ECO:0000255|PROSITE-ProRule:PRU00303}; Periplasmic side {ECO:0000250|UniProtKB:P41780}.
P0A6C8	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00082}.
P0AE22	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:9011040}.
P18335	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01107, ECO:0000305}.
P11667	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P77690	reviewed	Escherichia coli (strain K12)	
P24244	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=In sucrose cushions fractionates with the outer membrane, in sarcosyl fractionation with the inner membrane. May have its C-terminus in the cytoplasm (PubMed:21778229). {ECO:0000269|PubMed:21778229}.
P69503	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm.
P77624	reviewed	Escherichia coli (strain K12)	
P11446	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00150}.
P0A8S1	reviewed	Escherichia coli (strain K12)	
P0A6D0	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm.
P07639	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm.
P00887	reviewed	Escherichia coli (strain K12)	
P60844	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:10487750, ECO:0000269|PubMed:10518952}; Multi-pass membrane protein {ECO:0000269|PubMed:10487750, ECO:0000269|PubMed:10518952}.
P0A6D3	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00210, ECO:0000305}.
P0A6E1	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P0AE34	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P24240	reviewed	Escherichia coli (strain K12)	
P77610	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P0AF08	reviewed	Escherichia coli (strain K12)	
P37306	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P12008	reviewed	Escherichia coli (strain K12)	
P0AAF6	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}.
P24242	reviewed	Escherichia coli (strain K12)	
P25550	reviewed	Escherichia coli (strain K12)	
P05052	reviewed	Escherichia coli (strain K12)	
P0AE24	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AE28	reviewed	Escherichia coli (strain K12)	
P30859	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:8801422}.
P0AE30	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P28249	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm {ECO:0000305}.
P05194	reviewed	Escherichia coli (strain K12)	
P77581	reviewed	Escherichia coli (strain K12)	
P76459	reviewed	Escherichia coli (strain K12)	
P76461	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
Q06067	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P76205	reviewed	Escherichia coli (strain K12)	
P0AC38	reviewed	Escherichia coli (strain K12)	
P76216	reviewed	Escherichia coli (strain K12)	
P76472	reviewed	Escherichia coli (strain K12)	
P15770	reviewed	Escherichia coli (strain K12)	
P00888	reviewed	Escherichia coli (strain K12)	
P76215	reviewed	Escherichia coli (strain K12)	
P15993	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AB96	reviewed	Escherichia coli (strain K12)	
P76458	reviewed	Escherichia coli (strain K12)	
P75993	reviewed	Escherichia coli (strain K12)	
P11447	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
Q47377	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AB91	reviewed	Escherichia coli (strain K12)	
P0ABA0	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01398}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01398}.
P0ABA6	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:16079137}; Peripheral membrane protein {ECO:0000269|PubMed:16079137}.
P0AC02	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000255|HAMAP-Rule:MF_00922, ECO:0000269|PubMed:16079137}; Lipid-anchor {ECO:0000255|HAMAP-Rule:MF_00922, ECO:0000269|PubMed:16079137}.
P76217	reviewed	Escherichia coli (strain K12)	
P37309	reviewed	Escherichia coli (strain K12)	
P0ACI6	reviewed	Escherichia coli (strain K12)	
P0ABA4	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01416, ECO:0000269|PubMed:16079137}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01416, ECO:0000269|PubMed:16079137}.
P68699	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P25549	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm {ECO:0000305}.
P0A6E4	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P0ABB4	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Peripheral membrane protein.
P0A951	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P0AB98	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01393, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01393, ECO:0000269|PubMed:15919996}.
P0A903	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000255|HAMAP-Rule:MF_00924, ECO:0000269|PubMed:16079137}; Lipid-anchor {ECO:0000255|HAMAP-Rule:MF_00924, ECO:0000269|PubMed:16079137}.
P37657	reviewed	Escherichia coli (strain K12)	
P0AB93	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
Q06065	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P76460	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0A6E6	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:21778229}; Peripheral membrane protein {ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:21778229}.
P30860	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:8801422}.
P00963	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm.
P22106	reviewed	Escherichia coli (strain K12)	
P0AE37	reviewed	Escherichia coli (strain K12)	
P0AFP2	reviewed	Escherichia coli (strain K12)	
P00805	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm.
P0ABB8	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P0A962	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm.
P36560	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm.
P0ABB0	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01346, ECO:0000269|PubMed:16079137}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01346, ECO:0000269|PubMed:16079137}.
P09053	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P77774	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000255|HAMAP-Rule:MF_00923, ECO:0000269|PubMed:15851030}; Lipid-anchor {ECO:0000255|HAMAP-Rule:MF_00923, ECO:0000269|PubMed:15851030}.
P0AEC5	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P27297	reviewed	Escherichia coli (strain K12)	
P0ABD8	reviewed	Escherichia coli (strain K12)	
P06611	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Peripheral membrane protein.
P0A937	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000255|HAMAP-Rule:MF_00925, ECO:0000269|PubMed:17404237}; Lipid-anchor {ECO:0000255|HAMAP-Rule:MF_00925, ECO:0000269|PubMed:17404237}.
P66948	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Periplasm {ECO:0000255|HAMAP-Rule:MF_00997, ECO:0000269|PubMed:22491786, ECO:0000269|PubMed:24003122}. Note=A significant amount of BepA is membrane-associated. This localization could result from interaction with the BAM complex.
P0ABC9	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P12999	reviewed	Escherichia coli (strain K12)	
P77330	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.
P0AD99	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P30847	reviewed	Escherichia coli (strain K12)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P0AE52	reviewed	Escherichia coli (strain K12)	
