ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-618N|refseq:NP_062161|uniprotkb:P08592,DIP-682N|uniprotkb:P46933,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-518E,dip-quality-status:core,dip:0002(small scale)
DIP-555N|uniprotkb:P12368,DIP-180N|uniprotkb:Q12802,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-576E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-1007N,DIP-555N|uniprotkb:P12368,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-577E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-251N,DIP-555N|uniprotkb:P12368,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-578E,dip-quality-status:core,dip:0002(small scale)
DIP-66N|refseq:NP_058738|uniprotkb:P20651,DIP-186N|uniprotkb:P24588,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-584E,dip-quality-status:core,dip:0002(small scale)
DIP-491N|refseq:NP_113702|uniprotkb:Q62689,DIP-95N|uniprotkb:P40189,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-586E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-95N|uniprotkb:P40189,DIP-516N|uniprotkb:Q06124,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-588E,dip-quality-status:core,dip:0002(small scale)
DIP-271N|refseq:NP_035498|uniprotkb:P98083,DIP-63N|refseq:NP_058790|uniprotkb:P16310,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-629E,dip-quality-status:core,dip:0002(small scale)
DIP-517N|refseq:NP_077364,DIP-645N|refseq:NP_476781|uniprotkb:P20153,taxid:10116(Rattus norvegicus),taxid:7227(Drosophila melanogaster),MI:0218(physical interaction),DIP-669E,dip-quality-status:core,dip:0002(small scale)
DIP-788N|uniprotkb:P49700,DIP-517N|refseq:NP_077364,taxid:7091(Bombyx mori),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-673E,dip-quality-status:core,dip:0002(small scale)
DIP-607N|refseq:NP_112297|uniprotkb:P04897,DIP-217N|refseq:NP_037028|uniprotkb:P28647,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-711E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-217N|refseq:NP_037028|uniprotkb:P28647,DIP-608N|refseq:NP_037238|uniprotkb:P08753,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-712E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-606N|refseq:NP_032165|uniprotkb:P21279,DIP-217N|refseq:NP_037028|uniprotkb:P28647,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-713E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-603N|refseq:NP_034431|uniprotkb:P21278,DIP-217N|refseq:NP_037028|uniprotkb:P28647,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-714E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-1073N|refseq:NP_036771|uniprotkb:P11345,DIP-448N|refseq:NP_034351|uniprotkb:Q61576,taxid:10116(Rattus norvegicus),taxid:10090(Mus musculus),MI:0218(physical interaction),DIP-825E,dip-quality-status:core,dip:0002(small scale)
DIP-1048N|refseq:NP_002871|uniprotkb:P04049,DIP-305N,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-826E,dip-quality-status:core,dip:0002(small scale)
DIP-480N|uniprotkb:P06213,DIP-516N|uniprotkb:Q06124,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-519E,dip-quality-status:core,dip:0002(small scale)
DIP-517N|refseq:NP_077364,DIP-641N|refseq:NP_002948|uniprotkb:P19793,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-677E,dip-quality-status:core,dip:0002(small scale)
DIP-516N|uniprotkb:Q06124,DIP-476N|refseq:NP_000866|uniprotkb:P08069,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-520E,dip-quality-status:core,dip:0002(small scale)
DIP-552N|refseq:NP_004148|uniprotkb:P13861,DIP-251N,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-1039E,dip-quality-status:core,dip:0002(small scale)
DIP-784N,DIP-869N|uniprotkb:P47809,taxid:10116(Rattus norvegicus),taxid:10090(Mus musculus),MI:0218(physical interaction),DIP-1065E,dip-quality-status:core,dip:0002(small scale)
DIP-1005N|refseq:NP_002703|uniprotkb:Q15435,DIP-527N|refseq:NP_113715|uniprotkb:P08129,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-1069E,dip-quality-status:core,dip:0002(small scale)
DIP-1071N|refseq:NP_037085|uniprotkb:P10158,DIP-653N|refseq:NP_068607|uniprotkb:P17325,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-1101E,dip-quality-status:core,dip:0002(small scale)
DIP-225N|uniprotkb:Q08163,DIP-225N|uniprotkb:Q08163,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-1176E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-77N|refseq:NP_014261|uniprotkb:P17555,DIP-225N|uniprotkb:Q08163,taxid:4932(Saccharomyces cerevisiae),taxid:10116(Rattus norvegicus),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-1178E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-225N|uniprotkb:Q08163,DIP-310N|refseq:NP_116614|uniprotkb:P60010,taxid:10116(Rattus norvegicus),taxid:4932(Saccharomyces cerevisiae),MI:0218(physical interaction),DIP-1179E,dip-quality-status:core,dip:0002(small scale)
DIP-1164N|refseq:NP_114054|uniprotkb:P11030,DIP-1164N|refseq:NP_114054|uniprotkb:P11030,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0254(genetic interference),DIP-1369E,dip-quality-status:core,dip:0002(small scale)
DIP-2658N|refseq:NP_113695|uniprotkb:Q9QX70,DIP-2659N|refseq:NP_062005|uniprotkb:P04894,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-3493E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-2661N|uniprotkb:P23708,DIP-2660N|refseq:NP_113741|uniprotkb:P63140,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0218(physical interaction),DIP-3494E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-2661N|uniprotkb:P23708,DIP-2662N|uniprotkb:Q62725,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0218(physical interaction),DIP-3495E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-2660N|refseq:NP_113741|uniprotkb:P63140,DIP-2662N|uniprotkb:Q62725,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction),DIP-3496E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-2904N|refseq:NP_062206|uniprotkb:P25114,DIP-2904N|refseq:NP_062206|uniprotkb:P25114,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-3921E,dip-quality-status:core,dip:0004(small scale)
DIP-2863N|refseq:NP_037319|uniprotkb:P10686,DIP-2861N|refseq:NP_035447|uniprotkb:Q60749,taxid:10116(Rattus norvegicus),taxid:10090(Mus musculus),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-3863E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-5715N|refseq:NP_036742|uniprotkb:P07174,DIP-5718N|uniprotkb:Q03351,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-9792E,dip-quality-status:core,dip:0002(small scale)
DIP-5716N|refseq:NP_067600|uniprotkb:P35739,DIP-5715N|refseq:NP_036742|uniprotkb:P07174,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-9790E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-5717N|refseq:NP_036863|uniprotkb:Q63604,DIP-5715N|refseq:NP_036742|uniprotkb:P07174,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-9791E,dip-quality-status:core,dip:0002(small scale)
DIP-5789N|refseq:NP_002382|uniprotkb:P21741,DIP-5790N|refseq:NP_036895|uniprotkb:Q03348,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-10069E,dip-quality-status:core,dip:0002(small scale)
DIP-5791N|refseq:NP_034914|uniprotkb:P12025,DIP-5790N|refseq:NP_036895|uniprotkb:Q03348,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-10070E,dip-quality-status:core,dip:0002(small scale)
DIP-29078N|uniprotkb:P63279,DIP-5963N|refseq:NP_036634|uniprotkb:P15207,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-10887E,dip-quality-status:core,dip:0002(small scale)
DIP-5932N|refseq:NP_113975|uniprotkb:O88850,DIP-125N|uniprotkb:P10275,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction),DIP-10652E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-5963N|refseq:NP_036634|uniprotkb:P15207,DIP-5994N|refseq:NP_062055,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-10876E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-5963N|refseq:NP_036634|uniprotkb:P15207,DIP-6001N|uniprotkb:P12841,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-10893E,dip-quality-status:core,dip:0002(small scale)
DIP-6040N|refseq:NP_068639|uniprotkb:O54769,DIP-6041N|uniprotkb:Q63709,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-10936E,dip-quality-status:core,dip:0002(small scale)
DIP-5716N|refseq:NP_067600|uniprotkb:P35739,DIP-6042N|refseq:NP_571139|uniprotkb:O73797,taxid:10116(Rattus norvegicus),taxid:7955(Danio rerio),MI:0218(physical interaction),DIP-10937E,dip-quality-status:core,dip:0002(small scale)
DIP-5712N|refseq:NP_002497|uniprotkb:P01138,DIP-5716N|refseq:NP_067600|uniprotkb:P35739,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-10938E,dip-quality-status:core,dip:0002(small scale)
DIP-5719N|refseq:NP_733928|uniprotkb:P23560,DIP-5716N|refseq:NP_067600|uniprotkb:P35739,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-10939E,dip-quality-status:core,dip:0002(small scale)
DIP-6074N|refseq:NP_058910|uniprotkb:P49799,DIP-6073N|refseq:NP_037277|uniprotkb:P10824,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-10961E,dip-quality-status:core,dip:0002(small scale)
DIP-6112N|refseq:NP_036861|uniprotkb:P00763,DIP-6113N|uniprotkb:P00974,taxid:10116(Rattus norvegicus),taxid:9913(Bos taurus),MI:0407(direct interaction),DIP-10984E,dip-quality-status:core,dip:0002(small scale)
DIP-6114N|refseq:NP_062161|uniprotkb:P08592,DIP-6112N|refseq:NP_036861|uniprotkb:P00763,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-10985E,dip-quality-status:core,dip:0002(small scale)
DIP-5963N|refseq:NP_036634|uniprotkb:P15207,DIP-653N|refseq:NP_068607|uniprotkb:P17325,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-10892E,dip-quality-status:core,dip:0002(small scale)
DIP-5962N|refseq:NP_445789,DIP-5963N|refseq:NP_036634|uniprotkb:P15207,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-10799E,dip-quality-status:core,dip:0002(small scale)
DIP-5965N|uniprotkb:P03372,DIP-5962N|refseq:NP_445789,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-10801E,dip-quality-status:core,dip:0002(small scale)
DIP-5966N|uniprotkb:Q92731,DIP-5962N|refseq:NP_445789,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-10802E,dip-quality-status:core,dip:0002(small scale)
DIP-5962N|refseq:NP_445789,DIP-5967N|uniprotkb:P06401,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-10803E,dip-quality-status:core,dip:0002(small scale)
DIP-6132N|refseq:NP_742031|uniprotkb:Q02293,DIP-6131N|refseq:NP_036979|uniprotkb:Q04631,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-11003E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale)
DIP-6138N|refseq:NP_619715|uniprotkb:Q08603,DIP-6137N|refseq:NP_113842|uniprotkb:Q08602,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-11007E,dip-quality-status:core,dip:0002(small scale)
DIP-6139N|refseq:NP_058812|uniprotkb:Q07009,DIP-6140N|uniprotkb:Q64537,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-11008E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-6248N|refseq:NP_058952|uniprotkb:P26342,DIP-6247N|refseq:NP_067589|uniprotkb:P17246,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-11083E,dip-quality-status:core,dip:0002(small scale)
DIP-17016N|uniprotkb:O08816,DIP-17015N|uniprotkb:O43516,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction),DIP-18673E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-17016N|uniprotkb:O08816,DIP-6082N|uniprotkb:P60953-1,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-18852E,dip-quality-status:core,dip:0002(small scale)
DIP-17016N|uniprotkb:O08816,DIP-639N|refseq:NP_006144|uniprotkb:P16333,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-18853E,dip-quality-status:core,dip:0002(small scale)
DIP-24204N|uniprotkb:P21851,DIP-24203N|refseq:NP_001202|uniprotkb:O60566,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction),DIP-40090E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-24206N|refseq:NP_004327|uniprotkb:O43683,DIP-24204N|uniprotkb:P21851,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-40092E,dip-quality-status:core,dip:0002(small scale)
DIP-28140N|uniprotkb:P09416,DIP-28138N|uniprotkb:P05554,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-56666E,dip-quality-status:core,dip:0002(small scale)
DIP-28140N|uniprotkb:P09416,DIP-28139N|uniprotkb:P21272,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0218(physical interaction),DIP-56667E,dip-quality-status:core,dip:0002(small scale)
DIP-29021N|uniprotkb:P68135,DIP-29020N|uniprotkb:P04692,taxid:9986(Oryctolagus cuniculus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-57023E,dip-quality-status:core,dip:0002(small scale)
DIP-29029N|refseq:NP_067731|uniprotkb:O08679,DIP-29029N|refseq:NP_067731|uniprotkb:O08679,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-57030E,dip-quality-status:core,dip:0002(small scale)
DIP-29117N|uniprotkb:P63086,DIP-29118N|refseq:NP_002823|uniprotkb:P35236,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-57132E,dip-quality-status:core,dip:0002(small scale)
DIP-29119N|refseq:NP_109587|uniprotkb:P36507,DIP-29117N|uniprotkb:P63086,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-57133E,dip-quality-status:core,dip:0002(small scale)
