ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-1029N|refseq:NP_286444|uniprotkb:P07460,DIP-1028N|refseq:NP_286445|uniprotkb:P07459,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0218(physical interaction),DIP-1137E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-1158N|refseq:NP_285791|uniprotkb:P06138,DIP-1157N|refseq:NP_416907|uniprotkb:P77173,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0254(genetic interference)|MI:0218(physical interaction)|MI:0218(physical interaction),DIP-1364E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-1035N|refseq:NP_415776|uniprotkb:P00928,DIP-1036N|refseq:NP_415777|uniprotkb:P0A879,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction),DIP-1123E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-568N|refseq:NP_290372|uniprotkb:P00837,DIP-564N|refseq:NP_290373|uniprotkb:P00822,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association),DIP-2440E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)
DIP-568N|refseq:NP_290372|uniprotkb:P00837,DIP-2198N|refseq:NP_290376|uniprotkb:P68699,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-2443E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-565N|refseq:NP_290371|uniprotkb:P00824,DIP-568N|refseq:NP_290372|uniprotkb:P00837,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association),DIP-2441E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)
DIP-2198N|refseq:NP_290376|uniprotkb:P68699,DIP-566N|refseq:NP_290374|uniprotkb:P00831,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction),DIP-2442E,dip-quality-status:core,dip:0002(small scale)
DIP-2892N|refseq:NP_416504|uniprotkb:P39180,DIP-2892N|refseq:NP_416504|uniprotkb:P39180,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-3909E,dip-quality-status:core,dip:0002(small scale)
DIP-2894N|refseq:NP_417548|uniprotkb:P0AC73,DIP-2893N|refseq:NP_417547|uniprotkb:P06864,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-3910E,dip-quality-status:core,dip:0002(small scale)
DIP-2896N|refseq:NP_415427|uniprotkb:P23721,DIP-2896N|refseq:NP_415427|uniprotkb:P23721,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction),DIP-3913E,dip-quality-status:core,dip:0002(small scale)
DIP-2901N|refseq:NP_414890|uniprotkb:P25437,DIP-2901N|refseq:NP_414890|uniprotkb:P25437,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-3918E,dip-quality-status:core,dip:0002(small scale)
DIP-2902N|refseq:NP_309768|uniprotkb:P17547,DIP-2902N|refseq:NP_309768|uniprotkb:P17547,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-3919E,dip-quality-status:core,dip:0002(small scale)
DIP-2905N|refseq:NP_415522|uniprotkb:P19926,DIP-2905N|refseq:NP_415522|uniprotkb:P19926,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-3922E,dip-quality-status:core,dip:0002(small scale)
DIP-2907N|refseq:NP_414543|uniprotkb:P00561,DIP-2907N|refseq:NP_414543|uniprotkb:P00561,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-3924E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-2913N|refseq:NP_288287|uniprotkb:P10177,DIP-2913N|refseq:NP_288287|uniprotkb:P10177,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-3933E,dip-quality-status:core,dip:0002(small scale)
DIP-2903N|uniprotkb:P28629,DIP-2903N|uniprotkb:P28629,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-3920E,dip-quality-status:core,dip:0002(small scale)
DIP-6053N|refseq:NP_416402|uniprotkb:P07363,DIP-6052N|refseq:NP_416396|uniprotkb:P0AE67,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-10947E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale)
DIP-6071N|refseq:NP_290876|uniprotkb:P00478,DIP-6070N|refseq:NP_313249|uniprotkb:P00479,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction),DIP-10959E,dip-quality-status:core,dip:0002(small scale)
DIP-6122N|refseq:NP_290377|uniprotkb:P00855,DIP-2198N|refseq:NP_290376|uniprotkb:P68699,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-10994E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-6180N|refseq:NP_288977|uniprotkb:P07006,DIP-6179N|refseq:NP_416912|uniprotkb:P08837,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0218(physical interaction),DIP-11032E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-6159N|uniprotkb:P0CE47,DIP-6160N|refseq:NP_285864|uniprotkb:P02997,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association),DIP-11019E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput)
DIP-6168N|refseq:NP_286765|uniprotkb:P0A9P4,DIP-1079N|uniprotkb:P00274,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction),DIP-11025E,dip-quality-status:core,dip:0002(small scale)
DIP-6216N|uniprotkb:P43528,DIP-6217N|uniprotkb:P43529,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction),DIP-11054E,dip-quality-status:core,dip:0004(small scale)
DIP-6197N|uniprotkb:P42190,DIP-6196N|uniprotkb:P15319,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction),DIP-11044E,dip-quality-status:core,dip:0002(small scale)
DIP-6142N|refseq:NP_285706|uniprotkb:P04475,DIP-6141N|refseq:NP_417104|uniprotkb:P09372,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-11009E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0005(high throughput)
DIP-6871N|refseq:NP_308693|uniprotkb:P25845,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17622E,dip-quality-status:core,dip:0002(small scale)
DIP-6872N|refseq:NP_289856|uniprotkb:P00574,DIP-6873N|refseq:NP_312937|uniprotkb:P00575,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-17998E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0005(high throughput)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6846N|refseq:NP_416219|uniprotkb:P00887,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17596E,dip-quality-status:core,dip:0002(small scale)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6847N|refseq:NP_418273|uniprotkb:P25665,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17597E,dip-quality-status:core,dip:0002(small scale)
DIP-6848N|refseq:NP_418376|uniprotkb:P0AEZ1,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17598E,dip-quality-status:core,dip:0002(small scale)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6849N|refseq:NP_289514|uniprotkb:P04384,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17599E,dip-quality-status:core,dip:0002(small scale)
DIP-6851N|refseq:NP_414616|uniprotkb:P09151,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17601E,dip-quality-status:core,dip:0002(small scale)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6852N|refseq:NP_287428|uniprotkb:P0A6J5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17602E,dip-quality-status:core,dip:0002(small scale)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6853N|refseq:NP_417974|uniprotkb:P80063,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17603E,dip-quality-status:core,dip:0002(small scale)
DIP-6854N|refseq:NP_285812|uniprotkb:P0A9P0,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17604E,dip-quality-status:core,dip:0002(small scale)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6856N|refseq:NP_288593|uniprotkb:P37190,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17606E,dip-quality-status:core,dip:0002(small scale)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6857N|refseq:NP_416598|uniprotkb:P37191,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17607E,dip-quality-status:core,dip:0002(small scale)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6858N|uniprotkb:P37192,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-17608E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6859N|refseq:NP_311666|uniprotkb:P08324,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17609E,dip-quality-status:core,dip:0002(small scale)
DIP-6860N|refseq:NP_288215|uniprotkb:P06977,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17610E,dip-quality-status:core,dip:0002(small scale)
DIP-6861N|refseq:NP_286389|uniprotkb:P0AF24,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17611E,dip-quality-status:core,dip:0002(small scale)
DIP-6862N|refseq:NP_416800|uniprotkb:P39184,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17612E,dip-quality-status:core,dip:0002(small scale)
DIP-6863N|refseq:NP_416540|uniprotkb:P37747,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17613E,dip-quality-status:core,dip:0002(small scale)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6864N|refseq:NP_311133|uniprotkb:P14374,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17614E,dip-quality-status:core,dip:0002(small scale)
DIP-6865N|refseq:NP_289029|uniprotkb:P21155,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17615E,dip-quality-status:core,dip:0002(small scale)
DIP-6070N|refseq:NP_313249|uniprotkb:P00479,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17616E,dip-quality-status:core,dip:0002(small scale)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6866N|uniprotkb:P25532,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17617E,dip-quality-status:core,dip:0002(small scale)
DIP-6867N|refseq:NP_416606|uniprotkb:P76422,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17618E,dip-quality-status:core,dip:0002(small scale)
DIP-6868N|refseq:NP_418418|uniprotkb:P30139,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17619E,dip-quality-status:core,dip:0002(small scale)
DIP-6869N|refseq:NP_418417|uniprotkb:P30140,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17620E,dip-quality-status:core,dip:0002(small scale)
DIP-6870N|refseq:NP_415297|uniprotkb:P12998,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17621E,dip-quality-status:core,dip:0002(small scale)
DIP-6873N|refseq:NP_312937|uniprotkb:P00575,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17624E,dip-quality-status:core,dip:0002(small scale)
DIP-6874N|refseq:NP_290229|uniprotkb:P08374,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17625E,dip-quality-status:core,dip:0002(small scale)
DIP-6875N|refseq:NP_290617|uniprotkb:P02392,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17626E,dip-quality-status:core,dip:0002(small scale)
DIP-6876N|refseq:NP_290833|uniprotkb:P02418,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17627E,dip-quality-status:core,dip:0002(small scale)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6877N|refseq:NP_285863|uniprotkb:P0A7V0,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction)|MI:0915(physical association),DIP-17628E,dip-quality-status:core,dip:0002(small scale)|dip:0005(high throughput)
DIP-6878N|refseq:NP_416229|uniprotkb:P08312,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17629E,dip-quality-status:core,dip:0002(small scale)
DIP-6879N|refseq:NP_416228|uniprotkb:P07395,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17630E,dip-quality-status:core,dip:0002(small scale)
DIP-6880N|refseq:NP_418016|uniprotkb:P00961,DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17631E,dip-quality-status:core,dip:0002(small scale)
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5,DIP-6881N|refseq:NP_416234|uniprotkb:P00955,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-17632E,dip-quality-status:core,dip:0002(small scale)
