ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-36705N|refseq:NP_567945|uniprotkb:Q940H6,DIP-36706N|refseq:NP_194338|uniprotkb:P49597,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0203(dephosphorylation reaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0203(dephosphorylation reaction)|MI:0407(direct interaction)|MI:0203(dephosphorylation reaction),DIP-65205E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-37659N|refseq:NP_187163|uniprotkb:Q9MAA7,DIP-37661N|refseq:NP_186995|uniprotkb:Q8GXW1,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association),DIP-65620E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-37659N|refseq:NP_187163|uniprotkb:Q9MAA7,DIP-32985N|refseq:NP_172945|uniprotkb:Q9LQT8,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-65617E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-32983N|refseq:NP_178266|uniprotkb:Q9SLH3,DIP-37659N|refseq:NP_187163|uniprotkb:Q9MAA7,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-65618E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-37659N|refseq:NP_187163|uniprotkb:Q9MAA7,DIP-37660N|refseq:NP_176809|uniprotkb:Q9C8Y3,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association),DIP-65619E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-37660N|refseq:NP_176809|uniprotkb:Q9C8Y3,DIP-37662N|refseq:NP_191860|uniprotkb:Q9LYC1,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-65625E,dip-quality-status:core,dip:0004(small scale)
DIP-37663N|refseq:NP_198084|uniprotkb:Q940G6,DIP-32985N|refseq:NP_172945|uniprotkb:Q9LQT8,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-65628E,dip-quality-status:core,dip:0004(small scale)
DIP-37660N|refseq:NP_176809|uniprotkb:Q9C8Y3,DIP-37663N|refseq:NP_198084|uniprotkb:Q940G6,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-65629E,dip-quality-status:core,dip:0004(small scale)
DIP-37662N|refseq:NP_191860|uniprotkb:Q9LYC1,DIP-32983N|refseq:NP_178266|uniprotkb:Q9SLH3,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association),DIP-65624E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-37639N|refseq:NP_566101|uniprotkb:O22265,DIP-752N|refseq:NP_196014|uniprotkb:P37107,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-65602E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-37662N|refseq:NP_191860|uniprotkb:Q9LYC1,DIP-32985N|refseq:NP_172945|uniprotkb:Q9LQT8,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-65623E,dip-quality-status:core,dip:0004(small scale)
DIP-32983N|refseq:NP_178266|uniprotkb:Q9SLH3,DIP-37663N|refseq:NP_198084|uniprotkb:Q940G6,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-65627E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-38469N|refseq:NP_191957|uniprotkb:Q8W2F1,DIP-38476N|refseq:NP_189430|uniprotkb:P27900,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-66423E,dip-quality-status:core,dip:0004(small scale)
DIP-31718N|refseq:NP_564180|uniprotkb:Q9SQI2,DIP-32989N|refseq:NP_568855|uniprotkb:Q94BT6,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association),DIP-66701E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-31718N|refseq:NP_564180|uniprotkb:Q9SQI2,DIP-31333N|refseq:NP_564919|uniprotkb:Q9C9W9,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-66702E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-31718N|refseq:NP_564180|uniprotkb:Q9SQI2,DIP-33897N|uniprotkb:Q8W420,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-66703E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-34783N|refseq:NP_565292|uniprotkb:Q9SWI1,DIP-38655N|uniprotkb:O48963,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-66690E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-39596N|refseq:NP_568138|uniprotkb:Q9XF67,DIP-39595N|refseq:NP_181012|uniprotkb:O64682,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0217(phosphorylation reaction),DIP-67659E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-34629N|refseq:NP_193192|uniprotkb:P49677,DIP-34948N|uniprotkb:P93022,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-67919E,dip-quality-status:core,dip:0004(small scale)
DIP-34948N|uniprotkb:P93022,DIP-34946N|refseq:NP_188173|uniprotkb:O24409,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association),DIP-67920E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-39595N|refseq:NP_181012|uniprotkb:O64682,DIP-40041N|refseq:NP_177500|uniprotkb:Q9C6B8,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-68130E,dip-quality-status:core,dip:0004(small scale)
DIP-40179N|refseq:NP_195309|uniprotkb:Q8GT75,DIP-40177N|uniprotkb:Q52GZ4,taxid:3702(Arabidopsis thaliana),taxid:3562(Spinacia oleracea (Spinach)),MI:0407(direct interaction),DIP-68249E,dip-quality-status:core,dip:0004(small scale)
DIP-40180N|refseq:NP_179364|uniprotkb:Q8GT74,DIP-40177N|uniprotkb:Q52GZ4,taxid:3702(Arabidopsis thaliana),taxid:3562(Spinacia oleracea (Spinach)),MI:0407(direct interaction),DIP-68250E,dip-quality-status:core,dip:0004(small scale)
DIP-40178N|uniprotkb:A8E124,DIP-40179N|refseq:NP_195309|uniprotkb:Q8GT75,taxid:3562(Spinacia oleracea (Spinach)),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-68251E,dip-quality-status:core,dip:0004(small scale)
DIP-40199N|refseq:NP_180081|uniprotkb:Q9SEZ7,DIP-32474N|refseq:NP_200410|uniprotkb:Q8LAS7,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-68290E,dip-quality-status:core,dip:0004(small scale)
DIP-34749N|refseq:NP_194825|uniprotkb:O65554,DIP-36762N|refseq:NP_180233|uniprotkb:Q38998,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-68291E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-40199N|refseq:NP_180081|uniprotkb:Q9SEZ7,DIP-36762N|refseq:NP_180233|uniprotkb:Q38998,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-68292E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-36763N|refseq:NP_567533|uniprotkb:O81445,DIP-40199N|refseq:NP_180081|uniprotkb:Q9SEZ7,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-68293E,dip-quality-status:core,dip:0004(small scale)
DIP-33308N|refseq:NP_199521|uniprotkb:Q9LTB8,DIP-40199N|refseq:NP_180081|uniprotkb:Q9SEZ7,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-68294E,dip-quality-status:core,dip:0004(small scale)
DIP-36762N|refseq:NP_180233|uniprotkb:Q38998,DIP-40200N|refseq:NP_172223|uniprotkb:Q9LNW3,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-68295E,dip-quality-status:core,dip:0004(small scale)
DIP-36761N|uniprotkb:Q93VD3,DIP-40200N|refseq:NP_172223|uniprotkb:Q9LNW3,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-68296E,dip-quality-status:core,dip:0004(small scale)
DIP-34749N|refseq:NP_194825|uniprotkb:O65554,DIP-36763N|refseq:NP_567533|uniprotkb:O81445,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-68285E,dip-quality-status:core,dip:0004(small scale)
DIP-34749N|refseq:NP_194825|uniprotkb:O65554,DIP-32474N|refseq:NP_200410|uniprotkb:Q8LAS7,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-68286E,dip-quality-status:core,dip:0004(small scale)
DIP-34749N|refseq:NP_194825|uniprotkb:O65554,DIP-33308N|refseq:NP_199521|uniprotkb:Q9LTB8,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-68288E,dip-quality-status:core,dip:0004(small scale)
DIP-40199N|refseq:NP_180081|uniprotkb:Q9SEZ7,DIP-33307N|uniprotkb:Q8LEM7,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-68289E,dip-quality-status:core,dip:0004(small scale)
DIP-33307N|uniprotkb:Q8LEM7,DIP-34749N|refseq:NP_194825|uniprotkb:O65554,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-68287E,dip-quality-status:core,dip:0004(small scale)
DIP-33345N|refseq:NP_188945|uniprotkb:Q38825,DIP-31740N|refseq:NP_567135|uniprotkb:Q570C0,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-68471E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-40169N|refseq:NP_195902|uniprotkb:Q9LZ03,DIP-40169N|refseq:NP_195902|uniprotkb:Q9LZ03,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-68232E,dip-quality-status:core,dip:0004(small scale)
DIP-40169N|refseq:NP_195902|uniprotkb:Q9LZ03,DIP-40170N|refseq:NP_188714|uniprotkb:Q9C5V6,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-68234E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-40385N|refseq:NP_197776|uniprotkb:Q9LKF9,DIP-40386N|uniprotkb:Q9FGR0,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-68518E,dip-quality-status:core,dip:0004(small scale)
DIP-40388N|uniprotkb:Q8VY18,DIP-40385N|refseq:NP_197776|uniprotkb:Q9LKF9,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-68521E,dip-quality-status:core,dip:0004(small scale)
DIP-40405N|refseq:NP_196852|uniprotkb:Q6NLV4,DIP-40385N|refseq:NP_197776|uniprotkb:Q9LKF9,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-68549E,dip-quality-status:core,dip:0004(small scale)
DIP-40532N|refseq:NP_566590|uniprotkb:Q9LVI4,DIP-31324N|refseq:NP_565919|uniprotkb:O04197,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-68677E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-40532N|refseq:NP_566590|uniprotkb:Q9LVI4,DIP-40533N|refseq:NP_174541|uniprotkb:Q39204,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-68676E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-40499N|uniprotkb:Q39218,DIP-40500N|refseq:NP_191535|uniprotkb:Q43725,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-68665E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-40897N|uniprotkb:P07371,DIP-37639N|refseq:NP_566101|uniprotkb:O22265,taxid:3888(Pisum sativum),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-69309E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-41228N|uniprotkb:Q9SE33,DIP-41227N|refseq:NP_192865|uniprotkb:Q9SUT5,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-69953E,dip-quality-status:core,dip:0004(small scale)
DIP-32850N|refseq:NP_180854|uniprotkb:P43254,DIP-33589N|uniprotkb:Q96524,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-70103E,dip-quality-status:core,dip:0004(small scale)
DIP-45367N|refseq:NP_620100|uniprotkb:Q65967,DIP-31326N|refseq:NP_568603|uniprotkb:Q9FHW7,taxid:91753(Cucurbit aphid-borne yellows virus),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction),DIP-79735E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-31325N|refseq:NP_565123|uniprotkb:Q39255,DIP-45367N|refseq:NP_620100|uniprotkb:Q65967,taxid:3702(Arabidopsis thaliana),taxid:91753(Cucurbit aphid-borne yellows virus),MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-79736E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-39129N|refseq:NP_564075|uniprotkb:Q9LMA8,DIP-31324N|refseq:NP_565919|uniprotkb:O04197,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association),DIP-80588E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-34780N|uniprotkb:Q9LN63,DIP-34780N|uniprotkb:Q9LN63,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-87684E,dip-quality-status:core,dip:0004(small scale)
DIP-46014N|uniprotkb:Q94JM3,DIP-46010N|refseq:NP_193606|uniprotkb:Q39011,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-87698E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-45976N|refseq:NP_195760|uniprotkb:Q9M033,DIP-40385N|refseq:NP_197776|uniprotkb:Q9LKF9,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-87726E,dip-quality-status:core,dip:0004(small scale)
DIP-33046N|refseq:NP_566417|uniprotkb:Q9LKZ3,DIP-33481N|refseq:NP_200631|uniprotkb:O22467,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-87793E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
